,property_id,entity,entity_count,prop_label
99,P1148,"['Q2348', 'Q54389', 'Q102296', 'Q503527', 'Q533498', 'Q544529', 'Q662269', 'Q840660', 'Q848497', 'Q927316', 'Q932960', 'Q970319', 'Q1014081', 'Q1043968', 'Q1058364', 'Q1138479', 'Q1141329', 'Q1148503', 'Q1151346', 'Q1154826', 'Q1770822', 'Q1875295', 'Q1880449', 'Q1908917', 'Q1909461', 'Q1926858', 'Q1928577', 'Q1929004', 'Q1956685', 'Q1961418', 'Q1985521', 'Q2019992', 'Q2021125', 'Q2031969', 'Q2055815', 'Q2096096', 'Q2128751', 'Q2171387', 'Q2225512', 'Q2236831', 'Q2257946', 'Q2265714', 'Q2296863', 'Q2309203', 'Q2311880', 'Q2324121', 'Q2359934', 'Q2373354', 'Q2375775', 'Q2380743', 'Q2394372', 'Q2417867', 'Q2437314', 'Q2459552', 'Q2566171', 'Q2567844', 'Q2659502', 'Q2668919', 'Q2681731', 'Q2783861', 'Q2796325', 'Q2801372', 'Q2862844', 'Q2881932', 'Q3010030', 'Q3271953', 'Q3359113', 'Q3410389', 'Q3483871', 'Q3658304', 'Q3658306', 'Q3658308', 'Q4514598', 'Q4595100', 'Q5102949', 'Q5955496', 'Q7205705', 'Q7224133', 'Q10322199', 'Q10322200', 'Q10322201', 'Q12624958', 'Q12624959', 'Q12624960', 'Q12624961', 'Q12624964', 'Q13099310', 'Q13099317', 'Q13099323', 'Q13217230', 'Q13430431', 'Q13430432', 'Q13430433', 'Q13430435', 'Q13430436', 'Q13430438', 'Q13430440', 'Q13465046', 'Q13465047', 'Q13465048', 'Q13465049', 'Q13465050', 'Q13808814', 'Q14338840', 'Q14435134', 'Q14594500', 'Q14602154', 'Q14639071', 'Q14639231', 'Q14639232', 'Q14646111', 'Q14646117', 'Q14662159', 'Q14662251', 'Q15130913', 'Q15130917', 'Q15130928', 'Q15130955', 'Q15131362', 'Q15131384', 'Q15131386', 'Q15132376', 'Q15132377', 'Q15132383', 'Q15132384', 'Q15132392', 'Q15132393', 'Q15132405', 'Q15132406', 'Q15132415', 'Q15132416', 'Q15132417', 'Q15132430', 'Q15132592', 'Q15132594', 'Q15132598', 'Q15132600', 'Q15132605', 'Q15132606', 'Q15132613', 'Q15132616', 'Q15132621', 'Q15132634', 'Q15135376', 'Q15135379', 'Q15135381', 'Q15135384', 'Q15135394', 'Q15135395', 'Q15135396', 'Q15135421', 'Q15135439', 'Q15135440', 'Q15135441', 'Q15135581', 'Q15135590', 'Q15135592', 'Q15135600', 'Q15135607', 'Q15135608', 'Q15135634', 'Q15146156', 'Q15146157', 'Q15146158', 'Q15146159', 'Q15146160', 'Q15146164', 'Q15146175', 'Q15146180', 'Q15146186', 'Q15846544', 'Q17138330', 'Q18844391', 'Q18844393', 'Q18844394', 'Q18844395', 'Q18844397', 'Q18844398', 'Q18844399', 'Q18844401', 'Q18844403', 'Q18844404', 'Q18844405', 'Q18844407', 'Q18844408', 'Q18844409', 'Q18844410', 'Q18844411', 'Q18844412', 'Q18844414', 'Q18844416', 'Q18844417', 'Q18844418', 'Q18844420', 'Q18844421', 'Q18844422', 'Q18844423', 'Q18844424', 'Q18844425', 'Q18844426', 'Q18844427', 'Q18844430', 'Q18844431', 'Q18844432', 'Q18844435', 'Q18844436', 'Q18844438', 'Q18844439', 'Q18844440', 'Q18844442', 'Q18844445', 'Q18844447', 'Q18844448', 'Q18844449', 'Q18844451', 'Q18844452', 'Q18844455', 'Q18844456', 'Q18844458', 'Q18844461', 'Q18844463', 'Q18844464', 'Q18844466', 'Q18844468', 'Q18844473', 'Q18844475', 'Q18844477', 'Q18844480', 'Q18844481', 'Q18844482', 'Q18844484', 'Q18844485', 'Q18844486', 'Q18844487', 'Q18844488', 'Q18844490', 'Q18844492', 'Q18844493', 'Q18844495', 'Q18844496', 'Q18844497', 'Q18844499', 'Q18844500', 'Q18844501', 'Q18844503', 'Q18844504', 'Q18844505', 'Q18844506', 'Q18844507', 'Q18844508', 'Q18844509', 'Q18844510', 'Q18844511', 'Q18844512', 'Q18844513', 'Q18844515', 'Q18844516', 'Q18844518', 'Q18844519', 'Q18844520', 'Q18844521', 'Q18844524', 'Q18844525', 'Q18844526', 'Q18844527', 'Q18844528', 'Q18844529', 'Q18844533', 'Q18844535', 'Q18844536', 'Q18844537', 'Q18844538', 'Q18844540', 'Q18844541', 'Q18844543', 'Q18844544', 'Q18844545', 'Q18844546', 'Q18844548', 'Q18844549', 'Q18844550', 'Q18844552', 'Q18844553', 'Q18844554', 'Q18844555', 'Q18844558', 'Q18844559', 'Q18844561', 'Q18844562', 'Q18844563', 'Q18844565', 'Q18844566', 'Q18844567', 'Q18844569', 'Q18844570', 'Q18844572', 'Q18844573', 'Q18844574', 'Q18844575', 'Q18844576', 'Q18844577', 'Q18844578', 'Q18844579', 'Q18844581', 'Q18844582', 'Q18844583', 'Q18844584', 'Q18844585', 'Q18844586', 'Q18844589', 'Q18844590', 'Q18844593', 'Q18844595', 'Q18844596', 'Q18844597', 'Q18844598', 'Q18844599', 'Q18844600', 'Q18844601', 'Q18844603', 'Q18844604', 'Q18844605', 'Q18844606', 'Q18844607', 'Q18844608', 'Q18844610', 'Q18844611']",327,neutron number
102,P1158,"['Q16297', 'Q25029', 'Q43653', 'Q48485', 'Q48572', 'Q71962', 'Q113808', 'Q119807', 'Q129091', 'Q151808', 'Q152800', 'Q155937', 'Q169018', 'Q176276', 'Q178871', 'Q180971', 'Q182252', 'Q182524', 'Q182539', 'Q183369', 'Q184201', 'Q188168', 'Q188433', 'Q188486', 'Q191746', 'Q193538', 'Q194068', 'Q201771', 'Q203651', 'Q210199', 'Q212131', 'Q217188', 'Q217531', 'Q217538', 'Q217543', 'Q217546', 'Q217550', 'Q217575', 'Q221678', 'Q222871', 'Q236071', 'Q240585', 'Q241736', 'Q242528', 'Q247305', 'Q251645', 'Q259770', 'Q261856', 'Q262753', 'Q262787', 'Q269668', 'Q275444', 'Q281355', 'Q281398', 'Q281633', 'Q282644', 'Q297077', 'Q309080', 'Q312022', 'Q312030', 'Q312037', 'Q312052', 'Q324699', 'Q324704', 'Q325065', 'Q328927', 'Q369538', 'Q370277', 'Q372064', 'Q375209', 'Q377764', 'Q378306', 'Q384250', 'Q430622', 'Q460468', 'Q473478', 'Q478803', 'Q482513', 'Q498406', 'Q498533', 'Q498680', 'Q498689', 'Q518867', 'Q519533', 'Q521395', 'Q524091', 'Q533716', 'Q534559', 'Q534963', 'Q538036', 'Q543828', 'Q559463', 'Q568763', 'Q569103', 'Q575922', 'Q583125', 'Q586855', 'Q593431', 'Q600770', 'Q601397', 'Q606269', 'Q608659', 'Q609517', 'Q609967', 'Q613023', 'Q617651', 'Q617708', 'Q619807', 'Q619811', 'Q623903', 'Q628739', 'Q629318', 'Q632761', 'Q633907', 'Q643860', 'Q643872', 'Q648350', 'Q648581', 'Q651789', 'Q656074', 'Q658305', 'Q662021', 'Q663818', 'Q671647', 'Q672270', 'Q672293', 'Q682628', 'Q682663', 'Q684086', 'Q684467', 'Q703042', 'Q714789', 'Q717342', 'Q717831', 'Q717836', 'Q718908', 'Q719607', 'Q719613', 'Q721238', 'Q722791', 'Q723045', 'Q725849', 'Q728276', 'Q728292', 'Q730803', 'Q730824', 'Q731277', 'Q731368', 'Q731385', 'Q733761', 'Q734688', 'Q739203', 'Q742458', 'Q747769', 'Q749642', 'Q751873', 'Q752766', 'Q752787', 'Q752792', 'Q752799', 'Q752802', 'Q753546', 'Q754929', 'Q757035', 'Q761078', 'Q765187', 'Q773916', 'Q793618', 'Q793632', 'Q794731', 'Q796537', 'Q800196', 'Q824383', 'Q827094', 'Q834666', 'Q834673', 'Q834698', 'Q834714', 'Q835717', 'Q836047', 'Q837685', 'Q837692', 'Q842278', 'Q842305', 'Q842344', 'Q844934', 'Q844966', 'Q845364', 'Q845373', 'Q845377', 'Q845385', 'Q845390', 'Q845718', 'Q845723', 'Q847619', 'Q847719', 'Q858293', 'Q860236', 'Q891991', 'Q901010', 'Q901247', 'Q903151', 'Q905035', 'Q905133', 'Q909664', 'Q915385', 'Q916974', 'Q918632', 'Q935627', 'Q977964', 'Q1041962', 'Q1051675', 'Q1061879', 'Q1090911', 'Q1128120', 'Q1135865', 'Q1135874', 'Q1143968', 'Q1143978', 'Q1143980', 'Q1153267', 'Q1159927', 'Q1159933', 'Q1165956', 'Q1191435', 'Q1340768', 'Q1340837', 'Q1340868', 'Q1365962', 'Q1426895', 'Q1426913', 'Q1426954', 'Q1427063', 'Q1467675', 'Q1611466', 'Q1660590', 'Q1724109', 'Q1773494', 'Q1921530', 'Q2089415', 'Q2113134', 'Q3061991', 'Q3389152', 'Q4271023', 'Q6819352', 'Q6928111', 'Q7572053', 'Q8061829', 'Q14288150', 'Q15273284', 'Q16821703', 'Q16821712', 'Q19636560', 'Q23580572', 'Q23766779', 'Q25708277', 'Q26905047', 'Q27048761', 'Q27048763', 'Q27048767', 'Q27048769', 'Q27048772', 'Q27048773', 'Q27048774', 'Q27048781', 'Q27048782', 'Q47246047', 'Q56042850', 'Q56063025', 'Q60407805', 'Q61742389', 'Q85753536', 'Q87749354', 'Q89785666', 'Q96372870', 'Q97769209', 'Q105209621', 'Q105612231', 'Q106614244', 'Q107458809']",280,location of landing
103,P1164,"['Q83478', 'Q392663', 'Q550593', 'Q568687', 'Q4049983', 'Q56178456']",6,group cardinality
104,P1165,"['Q12379', 'Q34358', 'Q44121', 'Q51725', 'Q51730', 'Q51736', 'Q51746', 'Q51770', 'Q51789', 'Q51793', 'Q51794', 'Q51797', 'Q51800', 'Q51802', 'Q51803', 'Q52306', 'Q74359', 'Q79015', 'Q126680', 'Q188760', 'Q191626', 'Q203904', 'Q252662', 'Q323920', 'Q323925', 'Q323934', 'Q338688', 'Q427987', 'Q430698', 'Q584585', 'Q592909', 'Q737970', 'Q738569', 'Q788819', 'Q838239', 'Q848673', 'Q864418', 'Q901323', 'Q913850', 'Q929855', 'Q1050840', 'Q1090696', 'Q1923284', 'Q2000106', 'Q2063885', 'Q2078291', 'Q2082114', 'Q2225316', 'Q2252904', 'Q2260732', 'Q2394280', 'Q2914848', 'Q2940996', 'Q2989412', 'Q3895768', 'Q3973228', 'Q4679506', 'Q6497384', 'Q6786487', 'Q7237599', 'Q8964731', 'Q8981293', 'Q12206942', 'Q21515016', 'Q21772117', 'Q25454598', 'Q25537377', 'Q47542634', 'Q62397809', 'Q107356383', 'Q112159570']",71,home world
105,P1170,"['Q23589', 'Q190157', 'Q767805', 'Q2424752', 'Q105425030']",5,transmitted signal type
106,P1171,"['Q167', 'Q11197', 'Q11563', 'Q93344', 'Q134237', 'Q190524', 'Q204034', 'Q214604', 'Q389813', 'Q621751']",10,approximation algorithm
107,P1174,"['Q243', 'Q311', 'Q351', 'Q422', 'Q511', 'Q513', 'Q550', 'Q785', 'Q794', 'Q866', 'Q869', 'Q1376', 'Q1724', 'Q2946', 'Q2981', 'Q4176', 'Q4872', 'Q4890', 'Q6373', 'Q9141', 'Q9202', 'Q10285', 'Q12013', 'Q12256', 'Q12501', 'Q12512', 'Q18068', 'Q19053', 'Q19675', 'Q19829', 'Q19834', 'Q19838', 'Q19877', 'Q20265', 'Q23308', 'Q23402', 'Q27302', 'Q28785', 'Q28924', 'Q29151', 'Q29247', 'Q29286', 'Q32339', 'Q33200', 'Q35525', 'Q38888', 'Q39054', 'Q40629', 'Q41858', 'Q42232', 'Q45178', 'Q45234', 'Q46169', 'Q46812', 'Q46815', 'Q48435', 'Q49133', 'Q49233', 'Q51175', 'Q51252', 'Q62378', 'Q64436', 'Q71719', 'Q74866', 'Q75459', 'Q80290', 'Q82941', 'Q83013', 'Q90801', 'Q95569', 'Q99309', 'Q104314', 'Q116933', 'Q129902', 'Q131013', 'Q131617', 'Q131626', 'Q132564', 'Q132783', 'Q134883', 'Q135225', 'Q143463', 'Q148554', 'Q148584', 'Q150066', 'Q152660', 'Q152820', 'Q153306', 'Q154568', 'Q156316', 'Q156376', 'Q156722', 'Q157298', 'Q157316', 'Q157825', 'Q159144', 'Q160112', 'Q160236', 'Q160409', 'Q162111', 'Q163515', 'Q165069', 'Q165366', 'Q167863', 'Q170495', 'Q173527', 'Q174352', 'Q174779', 'Q175688', 'Q176251', 'Q177174', 'Q177550', 'Q178065', 'Q179191', 'Q179199', 'Q179883', 'Q180402', 'Q180788', 'Q182542', 'Q182955', 'Q183334', 'Q188740', 'Q189657', 'Q189849', 'Q189883', 'Q190804', 'Q191824', 'Q193369', 'Q193375', 'Q193563', 'Q195311', 'Q195436', 'Q199234', 'Q199618', 'Q201469', 'Q201902', 'Q205325', 'Q205952', 'Q206518', 'Q206521', 'Q207385', 'Q207699', 'Q209643', 'Q211043', 'Q212459', 'Q213322', 'Q213660', 'Q214867', 'Q215003', 'Q215897', 'Q217136', 'Q217717', 'Q219555', 'Q219562', 'Q220024', 'Q220045', 'Q220086', 'Q220289', 'Q221092', 'Q222695', 'Q223385', 'Q223969', 'Q224124', 'Q226103', 'Q233576', 'Q237128', 'Q238587', 'Q238990', 'Q239303', 'Q239304', 'Q242111', 'Q242681', 'Q258851', 'Q261577', 'Q270920', 'Q272777', 'Q272781', 'Q273195', 'Q274131', 'Q283998', 'Q290549', 'Q303139', 'Q305419', 'Q305880', 'Q305949', 'Q306193', 'Q306216', 'Q309388', 'Q317950', 'Q318084', 'Q325712', 'Q327983', 'Q333906', 'Q337396', 'Q338330', 'Q338367', 'Q338523', 'Q358052', 'Q359939', 'Q370501', 'Q371908', 'Q372093', 'Q373567', 'Q378377', 'Q382575', 'Q387064', 'Q391162', 'Q405543', 'Q421068', 'Q421084', 'Q426339', 'Q457318', 'Q460889', 'Q463141', 'Q464004', 'Q478245', 'Q483110', 'Q484054', 'Q486382', 'Q488005', 'Q491005', 'Q494407', 'Q497181', 'Q502098', 'Q505617', 'Q506234', 'Q510324', 'Q511276', 'Q513821', 'Q515253', 'Q524249', 'Q526903', 'Q537515', 'Q538275', 'Q540668', 'Q541856', 'Q548667', 'Q557337', 'Q570116', 'Q573322', 'Q574961', 'Q591086', 'Q598646', 'Q605185', 'Q605657', 'Q607126', 'Q609097', 'Q609902', 'Q610401', 'Q613676', 'Q616238', 'Q618628', 'Q622438', 'Q623333', 'Q631056', 'Q631432', 'Q632682', 'Q636774', 'Q636978', 'Q637182', 'Q637187', 'Q637237', 'Q637248', 'Q639791', 'Q641556', 'Q641676', 'Q648166', 'Q649250', 'Q650849', 'Q653433', 'Q657415', 'Q659219', 'Q661092', 'Q668300', 'Q670250', 'Q670268', 'Q671384', 'Q674773', 'Q676206', 'Q679075', 'Q679527', 'Q680685', 'Q682827', 'Q685038', 'Q688704', 'Q692847', 'Q700751', 'Q700959', 'Q702771', 'Q705551', 'Q705557', 'Q707377', 'Q707955', 'Q712296', 'Q713124', 'Q719422', 'Q725404', 'Q731126', 'Q733234', 'Q735202', 'Q743206', 'Q745866', 'Q746063', 'Q748597', 'Q749808', 'Q750837', 'Q752669', 'Q754322', 'Q754507', 'Q776666', 'Q777183', 'Q778412', 'Q795228', 'Q806704', 'Q809892', 'Q812285', 'Q816669', 'Q820892', 'Q832278', 'Q836264', 'Q838691', 'Q841503', 'Q841506', 'Q843075', 'Q843241', 'Q843869', 'Q857276', 'Q860166', 'Q860812', 'Q861252', 'Q866080', 'Q866498', 'Q874373', 'Q880794', 'Q888825', 'Q894583', 'Q895505', 'Q901371', 'Q902624', 'Q908216', 'Q908792', 'Q913148', 'Q913185', 'Q913672', 'Q915603', 'Q921197', 'Q924335', 'Q925271', 'Q931371', 'Q936623', 'Q940843', 'Q942713', 'Q944329', 'Q949297', 'Q952173', 'Q961220', 'Q965731', 'Q965780', 'Q975250', 'Q980795', 'Q998239', 'Q1018331', 'Q1024854', 'Q1024971', 'Q1032269', 'Q1041718', 'Q1043983', 'Q1048836', 'Q1050032', 'Q1051289', 'Q1051293', 'Q1051928', 'Q1052042', 'Q1055100', 'Q1061094', 'Q1067140', 'Q1068063', 'Q1074318', 'Q1075126', 'Q1076486', 'Q1094302', 'Q1094338', 'Q1105809', 'Q1109031', 'Q1111219', 'Q1117704', 'Q1122595', 'Q1123836', 'Q1125633', 'Q1126723', 'Q1128578', 'Q1129820', 'Q1131589', 'Q1132918', 'Q1133733', 'Q1134188', 'Q1134590', 'Q1135025', 'Q1135392', 'Q1137401', 'Q1137640', 'Q1137657', 'Q1137669', 'Q1138228', 'Q1140507', 'Q1143416', 'Q1143655', 'Q1143722', 'Q1145261', 'Q1150222', 'Q1160129', 'Q1163542', 'Q1163799', 'Q1189277', 'Q1189955', 'Q1190657', 'Q1192305', 'Q1199924', 'Q1200164', 'Q1203458', 'Q1236032', 'Q1244372', 'Q1265070', 'Q1267958', 'Q1289258', 'Q1321874', 'Q1322278', 'Q1324926', 'Q1334313', 'Q1336277', 'Q1356138', 'Q1359908', 'Q1362629', 'Q1362638', 'Q1368788', 'Q1393304', 'Q1410617', 'Q1414079', 'Q1416890', 'Q1418136', 'Q1419555', 'Q1420103', 'Q1421440', 'Q1422000', 'Q1422977', 'Q1427197', 'Q1429003', 'Q1457477', 'Q1464509', 'Q1470276', 'Q1470842', 'Q1471477', 'Q1473825', 'Q1480521', 'Q1519002', 'Q1536471', 'Q1545706', 'Q1547654', 'Q1565911', 'Q1580885', 'Q1601019', 'Q1616123', 'Q1640876', 'Q1641836', 'Q1662392', 'Q1672840', 'Q1677980', 'Q1743116', 'Q1758240', 'Q1760539', 'Q1783768', 'Q1783956', 'Q1787641', 'Q1788657', 'Q1799857', 'Q1816301', 'Q1850416', 'Q1860378', 'Q1864572', 'Q1880820', 'Q1881229', 'Q1889428', 'Q1891413', 'Q1895953', 'Q1920091', 'Q1929750', 'Q1947692', 'Q1954426', 'Q1954765', 'Q1961849', 'Q1967614', 'Q1969050', 'Q1996069', 'Q2034628', 'Q2054135', 'Q2087788', 'Q2095209', 'Q2097646', 'Q2098074', 'Q2125281', 'Q2220851', 'Q2266081', 'Q2302612', 'Q2338135', 'Q2353030', 'Q2365235', 'Q2445818', 'Q2634480', 'Q2643179', 'Q2664184', 'Q2664193', 'Q2711480', 'Q2808698', 'Q2860492', 'Q2860505', 'Q2860568', 'Q2874177', 'Q2901478', 'Q2901560', 'Q2904377', 'Q2915627', 'Q2969002', 'Q2970522', 'Q3046409', 'Q3074272', 'Q3078303', 'Q3078389', 'Q3137182', 'Q3280225', 'Q3328400', 'Q3329124', 'Q3329184', 'Q3329291', 'Q3329425', 'Q3329435', 'Q3329437', 'Q3329457', 'Q3329520', 'Q3329701', 'Q3329731', 'Q3329732', 'Q3329761', 'Q3329787', 'Q3330340', 'Q3330600', 'Q3330681', 'Q3411109', 'Q3430097', 'Q3519347', 'Q3523842', 'Q3747209', 'Q3757722', 'Q3777120', 'Q3867857', 'Q3892199', 'Q3895705', 'Q3909152', 'Q3995307', 'Q4013975', 'Q4118593', 'Q4181965', 'Q4347952', 'Q4398499', 'Q4496319', 'Q4793194', 'Q4812882', 'Q5099572', 'Q5360357', 'Q6023179', 'Q6970475', 'Q6972830', 'Q7011245', 'Q7338547', 'Q7406653', 'Q7419799', 'Q7453721', 'Q7809285', 'Q10927140', 'Q12061716', 'Q12238604', 'Q13954816', 'Q15055388', 'Q15228897', 'Q16186120', 'Q16335626', 'Q16885363', 'Q16963755', 'Q16978763', 'Q19406829', 'Q19746970', 'Q20009218', 'Q21037712', 'Q21705206', 'Q21985025', 'Q28554433']",595,visitors per year
111,P1191,"['Q886', 'Q1344', 'Q1351', 'Q5064', 'Q5415', 'Q5930', 'Q6074', 'Q7802', 'Q8822', 'Q11989', 'Q12030', 'Q18288', 'Q19005', 'Q19871', 'Q24958', 'Q27120', 'Q30937', 'Q34397', 'Q52497', 'Q52986', 'Q53110', 'Q62407', 'Q75502', 'Q77522', 'Q81534', 'Q94953', 'Q95159', 'Q113286', 'Q113346', 'Q114329', 'Q119179', 'Q127546', 'Q130838', 'Q138174', 'Q148643', 'Q154003', 'Q155855', 'Q161744', 'Q162483', 'Q163493', 'Q171277', 'Q172152', 'Q176465', 'Q179110', 'Q181598', 'Q185968', 'Q186162', 'Q188621', 'Q188709', 'Q189234', 'Q190237', 'Q192039', 'Q192941', 'Q193778', 'Q199314', 'Q199786', 'Q201358', 'Q201873', 'Q202230', 'Q205756', 'Q205875', 'Q206015', 'Q206333', 'Q207410', 'Q207588', 'Q207627', 'Q207732', 'Q207990', 'Q208094', 'Q208435', 'Q208659', 'Q209973', 'Q210451', 'Q212776', 'Q213927', 'Q214107', 'Q217679', 'Q221806', 'Q233961', 'Q241077', 'Q242667', 'Q246433', 'Q249769', 'Q253716', 'Q260957', 'Q263150', 'Q268545', 'Q270853', 'Q276990', 'Q278596', 'Q286381', 'Q294001', 'Q300532', 'Q302358', 'Q310516', 'Q318455', 'Q331199', 'Q369393', 'Q374172', 'Q375786', 'Q378237', 'Q382353', 'Q382941', 'Q383914', 'Q421763', 'Q432319', 'Q459720', 'Q466123', 'Q471066', 'Q471456', 'Q477823', 'Q478202', 'Q478381', 'Q482621', 'Q498408', 'Q499767', 'Q543721', 'Q550555', 'Q556464', 'Q567018', 'Q567591', 'Q577474', 'Q588161', 'Q606644', 'Q608261', 'Q616439', 'Q632670', 'Q635441', 'Q637200', 'Q637787', 'Q641378', 'Q641651', 'Q644152', 'Q652182', 'Q653789', 'Q657215', 'Q658557', 'Q669010', 'Q670637', 'Q678832', 'Q686158', 'Q686861', 'Q688919', 'Q702388', 'Q703907', 'Q714119', 'Q719872', 'Q722470', 'Q722599', 'Q723559', 'Q723679', 'Q723947', 'Q724491', 'Q729659', 'Q734639', 'Q745951', 'Q753152', 'Q753298', 'Q753907', 'Q761731', 'Q762341', 'Q763716', 'Q770735', 'Q776107', 'Q782653', 'Q794360', 'Q796472', 'Q796511', 'Q815376', 'Q816038', 'Q820862', 'Q822850', 'Q830501', 'Q830581', 'Q833885', 'Q837102', 'Q838051', 'Q842106', 'Q844790', 'Q846809', 'Q851818', 'Q857007', 'Q868447', 'Q884005', 'Q886624', 'Q888360', 'Q891857', 'Q901063', 'Q912279', 'Q913207', 'Q914037', 'Q934597', 'Q937172', 'Q937845', 'Q938985', 'Q939989', 'Q969098', 'Q973259', 'Q1022110', 'Q1048916', 'Q1051472', 'Q1054372', 'Q1058847', 'Q1059987', 'Q1068999', 'Q1135966', 'Q1144467', 'Q1147529', 'Q1164079', 'Q1164094', 'Q1183443', 'Q1185535', 'Q1193602', 'Q1193969', 'Q1195818', 'Q1196456', 'Q1197615', 'Q1211729', 'Q1212496', 'Q1212719', 'Q1215817', 'Q1215852', 'Q1217552', 'Q1219278', 'Q1233770', 'Q1236206', 'Q1239456', 'Q1264387', 'Q1298242', 'Q1305319', 'Q1313961', 'Q1324254', 'Q1342275', 'Q1360101', 'Q1363635', 'Q1369241', 'Q1415903', 'Q1431518', 'Q1432009', 'Q1434818', 'Q1500726', 'Q1521927', 'Q1561910', 'Q1576427', 'Q1580236', 'Q1585300', 'Q1656321', 'Q1719460', 'Q1766503', 'Q1774375', 'Q1817828', 'Q1822437', 'Q1888516', 'Q1889422', 'Q1940917', 'Q1947367', 'Q1975401', 'Q2296064', 'Q2342072', 'Q2345104', 'Q2488744', 'Q2549073', 'Q2555421', 'Q2600796', 'Q2608065', 'Q2704227', 'Q2714218', 'Q2721841', 'Q2725345', 'Q2902340', 'Q2985139', 'Q3009004', 'Q3010955', 'Q3156676', 'Q3192092', 'Q3198032', 'Q3204706', 'Q3211925', 'Q3212421', 'Q3235677', 'Q3297120', 'Q3320792', 'Q3332020', 'Q3408612', 'Q3446024', 'Q3481943', 'Q3521267', 'Q3597401', 'Q3696430', 'Q3707372', 'Q3818013', 'Q4018081', 'Q4071363', 'Q4166566', 'Q4195088', 'Q4362593', 'Q4431988', 'Q4483653', 'Q4521131', 'Q4522488', 'Q4657713', 'Q4659543', 'Q4659645', 'Q4725664', 'Q4749940', 'Q4751783', 'Q4781639', 'Q4817639', 'Q4840823', 'Q4914305', 'Q5099424', 'Q5168446', 'Q5224065', 'Q5227523', 'Q5273607', 'Q5370592', 'Q5582426', 'Q5815826']",318,date of first performance
113,P1193,"['Q8277', 'Q8285', 'Q11081', 'Q11085', 'Q12136', 'Q12202', 'Q12204', 'Q15787', 'Q18579', 'Q18592', 'Q18657', 'Q36956', 'Q41571', 'Q47715', 'Q49989', 'Q83030', 'Q114085', 'Q127664', 'Q133087', 'Q133823', 'Q154869', 'Q166907', 'Q183560', 'Q187542', 'Q190564', 'Q193894', 'Q210427', 'Q219223', 'Q221472', 'Q244438', 'Q267602', 'Q369157', 'Q378183', 'Q387082', 'Q460167', 'Q543517', 'Q583908', 'Q611458', 'Q622828', 'Q656199', 'Q681160', 'Q719602', 'Q741315', 'Q817310', 'Q838139', 'Q861645', 'Q864296', 'Q913856', 'Q954831', 'Q980926', 'Q1022718', 'Q1041258', 'Q1052687', 'Q1120682', 'Q1135338', 'Q1198391', 'Q1235785', 'Q1331905', 'Q1338684', 'Q1362721', 'Q1365309', 'Q1399182', 'Q1424956', 'Q1531322', 'Q1543446', 'Q1585081', 'Q1648484', 'Q1848471', 'Q1860507', 'Q1935832', 'Q2067267', 'Q2346980', 'Q2484592', 'Q2666433', 'Q3042171', 'Q3269843', 'Q4420121', 'Q6844287', 'Q7616509', 'Q12859178']",80,prevalence
114,P1194,"['Q159391', 'Q767805', 'Q2424752', 'Q7524520', 'Q116058286']",5,received signal type
